"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Gujarat","Amreli","2023-06-16","2023","06","28.5125000912","NRSC VIC MODEL"
"Gujarat","Amreli","2023-06-17","2023","06","28.7634849783","NRSC VIC MODEL"
"Gujarat","Amreli","2023-06-18","2023","06","27.4521433415","NRSC VIC MODEL"
"Gujarat","Amreli","2023-06-19","2023","06","26.6629324448","NRSC VIC MODEL"
"Gujarat","Amreli","2023-06-20","2023","06","25.9749079025","NRSC VIC MODEL"
"Gujarat","Amreli","2023-06-21","2023","06","25.375871007","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-01","2023","06","12.9614955168","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-02","2023","06","12.6158528575","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-03","2023","06","12.3724285484","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-04","2023","06","12.1097037783","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-05","2023","06","15.3965039537","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-06","2023","06","14.6491073615","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-07","2023","06","14.1907019874","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-08","2023","06","13.8174149228","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-09","2023","06","13.4874809358","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-10","2023","06","13.1974785018","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-11","2023","06","12.9315661872","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-12","2023","06","12.6827823988","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-13","2023","06","12.4487629181","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-14","2023","06","12.2414430764","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-15","2023","06","13.2062548773","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-16","2023","06","15.3535916436","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-17","2023","06","15.7812444583","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-18","2023","06","15.707791767","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-19","2023","06","15.3291649283","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-20","2023","06","14.9187292528","NRSC VIC MODEL"
"Gujarat","Anand","2023-06-21","2023","06","14.4804550962","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-01","2023","06","16.749611528","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-02","2023","06","16.5030126653","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-03","2023","06","16.288968638","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-04","2023","06","16.3416275353","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-05","2023","06","23.1896710792","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-06","2023","06","22.942051421","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-07","2023","06","21.8781209823","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-08","2023","06","21.2258553001","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-09","2023","06","20.6932912011","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-10","2023","06","20.2289456755","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-11","2023","06","19.8141382101","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-12","2023","06","19.4463034166","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-13","2023","06","19.0874395973","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-14","2023","06","18.7542419127","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-15","2023","06","18.4333338207","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-16","2023","06","19.8064209465","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-17","2023","06","23.49259984","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-18","2023","06","24.0806333832","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-19","2023","06","23.5570958711","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-20","2023","06","22.6724204728","NRSC VIC MODEL"
"Gujarat","Arvalli","2023-06-21","2023","06","21.8993679807","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-01","2023","06","15.0016873586","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-02","2023","06","14.6089713577","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-03","2023","06","14.2387078895","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-04","2023","06","16.4404199072","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-05","2023","06","18.2133593201","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-06","2023","06","18.4084295823","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-07","2023","06","17.8645567974","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-08","2023","06","17.2561510359","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-09","2023","06","16.753404431","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-10","2023","06","16.3192948391","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-11","2023","06","16.0598209642","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-12","2023","06","15.6812802229","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-13","2023","06","15.3362903355","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-14","2023","06","15.0398165715","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-15","2023","06","15.5936122676","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-16","2023","06","20.4134262691","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-17","2023","06","29.8761051083","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-18","2023","06","28.6455396264","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-19","2023","06","25.3323099338","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-20","2023","06","23.4115258302","NRSC VIC MODEL"
"Gujarat","Banas Kantha","2023-06-21","2023","06","22.2908438114","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-01","2023","06","16.2546436471","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-02","2023","06","15.9980056139","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-03","2023","06","16.4375180274","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-04","2023","06","16.1906879819","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-05","2023","06","18.5913496288","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-06","2023","06","18.0938865906","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-07","2023","06","17.7644107537","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-08","2023","06","17.465304323","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-09","2023","06","17.1952659058","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-10","2023","06","16.9504648124","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-11","2023","06","16.7307777148","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-12","2023","06","16.5537649157","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-13","2023","06","16.3970693081","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-14","2023","06","16.2196581634","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-15","2023","06","16.3280786322","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-16","2023","06","16.695844233","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-17","2023","06","17.3753486759","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-18","2023","06","17.3015863451","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-19","2023","06","17.1472651102","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-20","2023","06","16.9567514509","NRSC VIC MODEL"
"Gujarat","Bharuch","2023-06-21","2023","06","16.7448453465","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-01","2023","06","22.5892729547","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-02","2023","06","21.9086487913","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-03","2023","06","22.733496627","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-04","2023","06","21.979695732","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-05","2023","06","21.4023935486","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-06","2023","06","20.8445347003","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-07","2023","06","20.3330141766","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-08","2023","06","19.850356332","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-09","2023","06","19.4083921159","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-10","2023","06","19.0114140081","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-11","2023","06","18.6563558288","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-12","2023","06","18.3331956809","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-13","2023","06","18.7353344569","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-14","2023","06","19.2755435278","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-15","2023","06","20.8172406223","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-16","2023","06","22.9100261857","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-17","2023","06","25.1565367395","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-18","2023","06","23.9349050809","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-19","2023","06","23.1196867328","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-20","2023","06","22.3931381337","NRSC VIC MODEL"
"Gujarat","Bhavnagar","2023-06-21","2023","06","21.7428037379","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-01","2023","06","19.4719257481","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-02","2023","06","19.130436223","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-03","2023","06","18.9075264409","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-04","2023","06","18.6280472549","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-05","2023","06","18.3962469672","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-06","2023","06","18.1811718974","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-07","2023","06","17.9596819335","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-08","2023","06","17.8104216627","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-09","2023","06","17.6109511975","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-10","2023","06","17.8834506374","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-11","2023","06","17.6943945585","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-12","2023","06","17.5064650392","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-13","2023","06","18.084525911","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-14","2023","06","19.8772949662","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-15","2023","06","19.8231998302","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-16","2023","06","20.6217279819","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-17","2023","06","24.6910029909","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-18","2023","06","23.5884957147","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-19","2023","06","22.9299919924","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-20","2023","06","22.3433596297","NRSC VIC MODEL"
"Gujarat","Botad","2023-06-21","2023","06","21.8437466678","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-01","2023","06","21.0949384719","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-02","2023","06","20.8118886077","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-03","2023","06","20.5556619973","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-04","2023","06","20.3130161531","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-05","2023","06","23.7624577866","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-06","2023","06","22.8816749229","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-07","2023","06","22.401091157","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-08","2023","06","22.0019035032","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-09","2023","06","21.6575613363","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-10","2023","06","21.3501076477","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-11","2023","06","21.0678759323","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-12","2023","06","20.8197495816","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-13","2023","06","20.5713149954","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-14","2023","06","20.3953142814","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-15","2023","06","20.1777207054","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-16","2023","06","19.9710526714","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-17","2023","06","19.9385687323","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-18","2023","06","20.2129933958","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-19","2023","06","20.0536852252","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-20","2023","06","19.8880403431","NRSC VIC MODEL"
"Gujarat","Chhotaudepur","2023-06-21","2023","06","19.8156690607","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-01","2023","06","12.1380428226","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-02","2023","06","11.9851294746","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-03","2023","06","11.8450361226","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-04","2023","06","11.7014903557","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-05","2023","06","19.5427621835","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-06","2023","06","17.7079378547","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-07","2023","06","16.9457401831","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-08","2023","06","16.3938892997","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-09","2023","06","15.9422796274","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-10","2023","06","15.5542044695","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-11","2023","06","21.5286259389","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-12","2023","06","19.3330993621","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-13","2023","06","18.3557357297","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-14","2023","06","19.6840935906","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-15","2023","06","18.6384995253","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-16","2023","06","17.9085718994","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-17","2023","06","17.4944078518","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-18","2023","06","16.9965922619","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-19","2023","06","16.7063503814","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-20","2023","06","16.2912880325","NRSC VIC MODEL"
"Gujarat","Dang","2023-06-21","2023","06","15.8985969919","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-01","2023","06","9.3837921778","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-02","2023","06","9.3457521924","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-03","2023","06","9.3094173314","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-04","2023","06","9.2744519738","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-05","2023","06","9.2405851694","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-06","2023","06","9.2087779552","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-07","2023","06","9.1768281851","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-08","2023","06","9.1474901433","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-09","2023","06","9.11733625","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-10","2023","06","9.0928507239","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-11","2023","06","9.1550184834","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-12","2023","06","9.1395001598","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-13","2023","06","25.9495428772","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-14","2023","06","30.1993204775","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-15","2023","06","27.6863362114","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-16","2023","06","30.9992242072","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-17","2023","06","30.4472763684","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-18","2023","06","28.515856226","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-19","2023","06","27.0800145059","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-20","2023","06","25.762073924","NRSC VIC MODEL"
"Gujarat","Devbhumi Dwarka","2023-06-21","2023","06","24.5476736713","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-01","2023","06","17.8751619998","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-02","2023","06","17.7328309918","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-03","2023","06","17.6002444006","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-04","2023","06","17.4795110608","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-05","2023","06","20.0517052012","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-06","2023","06","19.6922600917","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-07","2023","06","19.4548139615","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-08","2023","06","19.2429076143","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-09","2023","06","19.0473231335","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-10","2023","06","18.8687265504","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-11","2023","06","18.6967633287","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-12","2023","06","18.534589192","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-13","2023","06","18.3803680548","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-14","2023","06","18.2790071895","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-15","2023","06","18.1345899001","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-16","2023","06","18.0054087932","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-17","2023","06","18.3021085517","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-18","2023","06","19.4934374361","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-19","2023","06","19.7745989183","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-20","2023","06","19.5373331345","NRSC VIC MODEL"
"Gujarat","Dohad","2023-06-21","2023","06","19.4157464059","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-01","2023","06","12.806488179","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-02","2023","06","12.5251809881","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-03","2023","06","12.4630313285","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-04","2023","06","13.233648388","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-05","2023","06","16.3917800896","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-06","2023","06","15.4445079938","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-07","2023","06","14.881827392","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-08","2023","06","14.425392612","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-09","2023","06","14.0335537908","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-10","2023","06","13.683363757","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-11","2023","06","13.351273452","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-12","2023","06","13.0507639608","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-13","2023","06","12.7683235899","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-14","2023","06","12.4941058673","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-15","2023","06","12.5714677536","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-16","2023","06","14.3677440361","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-17","2023","06","21.1309395946","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-18","2023","06","20.2059285726","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-19","2023","06","18.6435561499","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-20","2023","06","17.5589401366","NRSC VIC MODEL"
"Gujarat","Gandhinagar","2023-06-21","2023","06","16.7419805927","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-01","2023","06","12.2653085093","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-02","2023","06","12.2048232944","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-03","2023","06","12.1452659123","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-04","2023","06","12.0861033168","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-05","2023","06","12.0747838758","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-06","2023","06","12.0175611536","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-07","2023","06","11.9602396083","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-08","2023","06","11.9082194641","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-09","2023","06","11.8566498074","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-10","2023","06","11.808007405","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-11","2023","06","11.782280778","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-12","2023","06","13.7856820715","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-13","2023","06","24.8337649585","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-14","2023","06","23.4641093219","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-15","2023","06","22.5300913907","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-16","2023","06","22.515676129","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-17","2023","06","23.0463679505","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-18","2023","06","21.6758324107","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-19","2023","06","20.9114143806","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-20","2023","06","20.2471303905","NRSC VIC MODEL"
"Gujarat","Gir Somnath","2023-06-21","2023","06","19.6512446327","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-01","2023","06","15.0978995052","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-02","2023","06","15.0043557637","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-03","2023","06","14.9188176138","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-04","2023","06","14.8290846224","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-05","2023","06","14.7702295004","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-06","2023","06","14.6950248434","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-07","2023","06","14.617198199","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-08","2023","06","14.5442818951","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-09","2023","06","14.4747142929","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-10","2023","06","14.4051252302","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-11","2023","06","14.830213645","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-12","2023","06","14.748097221","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-13","2023","06","23.9376340798","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-14","2023","06","26.8087942706","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-15","2023","06","26.6386706919","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-16","2023","06","30.8557358053","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-17","2023","06","32.2593754103","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-18","2023","06","29.1783350082","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-19","2023","06","27.8491084345","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-20","2023","06","26.7358201009","NRSC VIC MODEL"
"Gujarat","Jamnagar","2023-06-21","2023","06","25.7761126812","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-01","2023","06","21.1270884999","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-02","2023","06","20.9773929106","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-03","2023","06","20.8390783378","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-04","2023","06","20.7044367985","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-05","2023","06","20.5786524471","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-06","2023","06","20.4545272229","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-07","2023","06","20.3326845474","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-08","2023","06","20.2189159726","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-09","2023","06","20.1064985834","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-10","2023","06","20.0000967237","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-11","2023","06","19.9103812018","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-12","2023","06","20.0609924936","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-13","2023","06","33.7173034755","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-14","2023","06","32.382251826","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-15","2023","06","32.0140515114","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-16","2023","06","31.7251244424","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-17","2023","06","33.0034222235","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-18","2023","06","30.490347473","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-19","2023","06","29.4015763786","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-20","2023","06","28.5742231234","NRSC VIC MODEL"
"Gujarat","Junagadh","2023-06-21","2023","06","27.9139595556","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-01","2023","06","8.9602814605","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-02","2023","06","8.5762226768","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-03","2023","06","8.1901262083","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-04","2023","06","8.2372227551","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-05","2023","06","8.0492676927","NRSC VIC MODEL"
"Gujarat","Kachchh","2023-06-06","2023","06","7.7861481051","NRSC VIC MODEL"
